CARNET,CEDULA,APELLIDOS,NOMBRES,CODIGO_MATERIA,SECCION,DESCRIPCION,creditos,dia,hora_inicio,hora_fin
1800441,28106577,MARTINEZ LOPEZ,ANDREW ANDREW,FC-1323,3,LENGUAJE II,3,1,2,3
1800441,28106577,MARTINEZ LOPEZ,ANDREW ANDREW,FC-1323,3,LENGUAJE II,3,4,2,3
1800441,28106577,MARTINEZ LOPEZ,ANDREW ANDREW,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1800441,28106577,MARTINEZ LOPEZ,ANDREW ANDREW,AM-1334,2,FUNDAMENTOS DE ADMINISTRACION I,3,1,5,6
1800441,28106577,MARTINEZ LOPEZ,ANDREW ANDREW,AM-1334,2,FUNDAMENTOS DE ADMINISTRACION I,3,4,5,6
1507237,26656916,GOMEZ MORENO,NICHOLAS ANDREW,TI-3502,1,VAPORICA DE FLUIDOS ,3,2,5,7
1507237,26656916,GOMEZ MORENO,NICHOLAS ANDREW,TI-3502,1,VAPORICA DE FLUIDOS ,3,3,6,7
1507237,26656916,GOMEZ MORENO,NICHOLAS ANDREW,TI-3512,1,DINÁMICA DE MÁQUINAS ROTATIVAS,3,2,1,3
1507237,26656916,GOMEZ MORENO,NICHOLAS ANDREW,TI-3512,1,DINÁMICA DE MÁQUINAS ROTATIVAS,3,4,1,2
1507237,26656916,GOMEZ MORENO,NICHOLAS ANDREW,FCA-114,1,PRENSA Y OPINION PUBLICA,3,4,1,3
1800479,27873515,GOMEZ,CHRISTOPHER CHRISTOPHER,FC-1621,1,ESTADISTICA I,3,2,1,3
1800479,27873515,GOMEZ,CHRISTOPHER CHRISTOPHER,FC-1621,1,ESTADISTICA I,3,4,1,2
1900457,29812012,JIMENEZ LOPEZ,ALEXANDRA,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1900836,28819213,SANCHEZ,JOSEPH,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1206898,21545579,MENDOZA MENDOZA,JESSICA STEPHANIE,TI-2451,1,AERODINAMICA,3,1,1,1
1206898,21545579,MENDOZA MENDOZA,JESSICA STEPHANIE,FCR-113,1,GENERACION APP.LA NATURALEZA DE LA JUVENTUD ACTUAL,3,1,4,6
1900379,28633601,LOPEZ ROMERO,NICOLE SAMANTHA,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1900121,29689730,VACA CASTILLO,BRITTANY NICOLE,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1900860,27298913,RUIZ SANCHEZ,NICHOLAS DAVID,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1800494,28103756,ALONZO DIAZ,AUSTIN MATTHEW,FC-1322,1,DIVINATICA III,4,2,1,3
1800494,28103756,ALONZO DIAZ,AUSTIN MATTHEW,FC-1322,1,DIVINATICA III,4,4,1,3
1606838,25109019,TORRES HERNANDEZ,ASHLEY SARAH,TI-3502,1,VAPORICA DE FLUIDOS ,3,2,5,7
1606838,25109019,TORRES HERNANDEZ,ASHLEY SARAH,TI-3502,1,VAPORICA DE FLUIDOS ,3,3,6,7
1606838,25109019,TORRES HERNANDEZ,ASHLEY SARAH,TI-2515,1,DIBUJO ESCOBATROVAPORICO,3,2,7,11
1606838,25109019,TORRES HERNANDEZ,ASHLEY SARAH,TI-2363,1,TERMOTECNIA,3,1,1,3
1606838,25109019,TORRES HERNANDEZ,ASHLEY SARAH,TI-2363,1,TERMOTECNIA,3,5,4,5
1600848,27358297,LOPEZ,LAUREN ELIZABETH,FC-2811,1,INGLES VI,3,3,2,4
1600848,27358297,LOPEZ,LAUREN ELIZABETH,FC-2811,1,INGLES VI,3,5,2,3
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,AM-5511,1,GERENCIA DE MANTENIMIENTO,3,4,4,5
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,AM-5511,1,GERENCIA DE MANTENIMIENTO,3,5,1,4
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-3514,1,MAQUINAS ELÉCTRICAS,3,2,4,5
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-3514,1,MAQUINAS ELÉCTRICAS,3,4,4,5
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-3502,1,VAPORICA DE FLUIDOS ,3,2,5,7
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-3502,1,VAPORICA DE FLUIDOS ,3,3,6,7
1500439,26485084,DAVIS MEDINA,SARAH JESSICA,FC-1525,2,LENGUAJE III,3,5,4,6
1500439,26485084,DAVIS MEDINA,SARAH JESSICA,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1500439,26485084,DAVIS MEDINA,SARAH JESSICA,FC-1513,1,METAFISICA I,3,1,2,4
1500439,26485084,DAVIS MEDINA,SARAH JESSICA,FC-1513,1,METAFISICA I,3,4,2,3
1500439,26485084,DAVIS MEDINA,SARAH JESSICA,FCA-515,1,APETITOPARALACULTURA:COMI.CINE.LITER.YOTRAS MUGGLES ,3,2,1,3
1606424,26396242,GUTIERREZ GOMEZ,STEPHANIE,FC-2811,1,INGLES VI,3,3,2,4
1606424,26396242,GUTIERREZ GOMEZ,STEPHANIE,FC-2811,1,INGLES VI,3,5,2,3
1800938,27270314,MORENO RAMIREZ,MEGAN ASHLEY,FC-1621,3,ESTADISTICA I,3,1,1,3
1800938,27270314,MORENO RAMIREZ,MEGAN ASHLEY,FC-1621,3,ESTADISTICA I,3,4,4,5
1508966,25520791,VACA,TAYLOR ASHLEY,FCA-114,2,PRENSA Y OPINION PUBLICA,3,4,4,6
1507583,26630617,MENDOZA GONZALEZ,NICHOLAS BENJAMIN,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,3,3,4
1507583,26630617,MENDOZA GONZALEZ,NICHOLAS BENJAMIN,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,4,3,4
1700778,26755787,MORENO,SAMANTHA BRITTANY,FCA-151,1,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,1,3
1700778,26755787,MORENO,SAMANTHA BRITTANY,FC-1129,1,DIVINATICA I ,4,3,1,3
1700778,26755787,MORENO,SAMANTHA BRITTANY,FC-1129,1,DIVINATICA I ,4,5,1,3
1700778,26755787,MORENO,SAMANTHA BRITTANY,FC-1221,1,INGLES I ,3,2,7,8
1700778,26755787,MORENO,SAMANTHA BRITTANY,FC-1221,1,INGLES I ,3,4,3,5
1506412,25928475,ROMERO SANCHEZ,EMILY EMILY,AM-2126,1,MERCADEO TURISTICO,3,1,2,3
1506412,25928475,ROMERO SANCHEZ,EMILY EMILY,AM-2126,1,MERCADEO TURISTICO,3,2,1,2
1403706,24649540,RUIZ PEREZ,AMBER,FC-1522,1,DIVINATICA III,4,1,1,3
1403706,24649540,RUIZ PEREZ,AMBER,FC-1522,1,DIVINATICA III,4,2,1,3
1403706,24649540,RUIZ PEREZ,AMBER,TI-2335,1,TERMODINAMICA,3,3,1,2
1403706,24649540,RUIZ PEREZ,AMBER,TI-2335,1,TERMODINAMICA,3,5,1,2
1403706,24649540,RUIZ PEREZ,AMBER,TI-3325,1,SISTEMAS OLEOHIDRAULICOS I,3,5,2,5
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-5539,1,CONTAMINACIÓN ATMOSFÉRICA,3,4,3,5
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2513,1,VAPORICA II,3,2,4,6
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2513,1,VAPORICA II,3,4,4,5
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2357,1,ELEMENTOS DE MAQUINAS,3,1,1,1
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2385,1,TALLER DE ESCOBATROTECNIA,3,1,1,1
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-3325,1,SISTEMAS OLEOHIDRAULICOS I,3,5,2,5
1504259,26775087,JIMENEZ RAMIREZ,BRIANNA AMANDA,TI-2285,1,LABORATORIO DE CIRCUITOS DIGITALES,2,5,1,4
1900860,27298913,RUIZ SANCHEZ,NICHOLAS DAVID,FC-1221,4,INGLES I ,3,1,1,1
1900613,29245745,LOPEZ,EMILY MEGAN,FC-1221,3,INGLES I ,3,5,6,10
1900613,29245745,LOPEZ,EMILY MEGAN,FCA-151,3,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,1,4,6
1508273,26502431,WILLIAMS,AMANDA,AM-3246,1,HOTELERIA CLINICA,3,1,4,6
1508380,26557852,MENDOZA SANCHEZ,MATTHEW JOSHUA,FCA-192,1,CIUDADANIA EN VENEZUELA:CONCEPTOS Y TRANSFORMACION,3,1,1,3
1508380,26557852,MENDOZA SANCHEZ,MATTHEW JOSHUA,AM-3246,1,HOTELERIA CLINICA,3,1,4,6
1600616,25518392,GOMEZ GARCIA,ALEXANDER,AM-3435,1,CALIDAD TOTAL,3,2,1,3
1600616,25518392,GOMEZ GARCIA,ALEXANDER,AM-1425,1,FUNDAMENTOS DE DERECHO,3,4,1,4
1600616,25518392,GOMEZ GARCIA,ALEXANDER,AM-1335,2,FUNDAMENTOS DE ADMINISTRACION II,3,2,5,6
1600616,25518392,GOMEZ GARCIA,ALEXANDER,AM-1335,2,FUNDAMENTOS DE ADMINISTRACION II,3,4,6,7
1600616,25518392,GOMEZ GARCIA,ALEXANDER,FC-1224,3,INGLES II,3,2,4,6
1600616,25518392,GOMEZ GARCIA,ALEXANDER,FC-1224,3,INGLES II,3,4,6,7
1600501,26578146,LOPEZ LOPEZ,MADISON ALYSSA,FCA-114,2,PRENSA Y OPINION PUBLICA,3,4,4,6
1800175,27175567,ROMERO SANCHEZ,JOHN,AM-1334,4,FUNDAMENTOS DE ADMINISTRACION I,3,3,5,6
1800175,27175567,ROMERO SANCHEZ,JOHN,AM-1334,4,FUNDAMENTOS DE ADMINISTRACION I,3,4,7,8
1504343,25833457,CASTILLO HERNANDEZ,NICOLE SARAH,FCA-192,1,CIUDADANIA EN VENEZUELA:CONCEPTOS Y TRANSFORMACION,3,1,1,3
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,AM-2435,1,SUPERVISION DE RECURSOS HUMANOS,3,3,5,6
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,3,1,2
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,4,4,5
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,FCA-141,1,TRADICIONES Y ORALIDAD ,3,3,3,5
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,FC-1226,1,INGLES III,3,2,1,3
1408682,25913890,CASTILLO MORENO,NICHOLAS JACOB,FC-1226,1,INGLES III,3,4,3,4
1508858,26626130,DIAZ TORRES,JACOB ZACHARY,AM-3246,1,HOTELERIA CLINICA,3,1,4,6
1508998,26581186,DIAZ RUIZ,ANDREW CHRISTOPHER,AM-4717,1,ORGANIZACION DE EVENTOS,3,1,5,7
1508998,26581186,DIAZ RUIZ,ANDREW CHRISTOPHER,AM-4717,1,ORGANIZACION DE EVENTOS,3,5,1,2
1208147,24973214,SANCHEZ GUTIERREZ,CHELSEA EMILY,ET-2420,8,PASANTIA INTERMAGICA,6,1,1,1
1508881,27443551,MORENO,MEGAN MEGAN,FCA-141,1,TRADICIONES Y ORALIDAD ,3,3,3,5
1606920,26979687,DIAZ LOPEZ,SAMANTHA JESSICA,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1606920,26979687,DIAZ LOPEZ,SAMANTHA JESSICA,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,1,6,7
1606920,26979687,DIAZ LOPEZ,SAMANTHA JESSICA,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,2,5,6
1600827,26654749,ROMERO SANCHEZ,MATTHEW MICHAEL,AM-2634,1,NOMENCLATURA  ADUANERA,3,1,5,6
1600827,26654749,ROMERO SANCHEZ,MATTHEW MICHAEL,AM-2634,1,NOMENCLATURA  ADUANERA,3,5,1,3
1400797,26376141,ROJAS RUIZ,BRANDON,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,2,4,5
1400797,26376141,ROJAS RUIZ,BRANDON,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,5,1,3
1400797,26376141,ROJAS RUIZ,BRANDON,FCA-192,1,CIUDADANIA EN VENEZUELA:CONCEPTOS Y TRANSFORMACION,3,1,1,3
1600827,26654749,ROMERO SANCHEZ,MATTHEW MICHAEL,FCA-141,1,TRADICIONES Y ORALIDAD ,3,3,3,5
1400797,26376141,ROJAS RUIZ,BRANDON,AM-2340,1,FUNDAMENTOS DEL TRANSP. MARITIMO,3,1,6,7
1400797,26376141,ROJAS RUIZ,BRANDON,AM-2340,1,FUNDAMENTOS DEL TRANSP. MARITIMO,3,2,2,3
1408996,24319457,DIAZ GONZALEZ,DANIELLE KIMBERLY,FCA-515,1,APETITOPARALACULTURA:COMI.CINE.LITER.YOTRAS MUGGLES ,3,2,1,3
1408996,24319457,DIAZ GONZALEZ,DANIELLE KIMBERLY,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,4,6
1408996,24319457,DIAZ GONZALEZ,DANIELLE KIMBERLY,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,2,1,2
1408996,24319457,DIAZ GONZALEZ,DANIELLE KIMBERLY,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,2,4,5
1408996,24319457,DIAZ GONZALEZ,DANIELLE KIMBERLY,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,5,1,3
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-1723,1,CONTABILIDAD II,3,2,4,5
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-1723,1,CONTABILIDAD II,3,3,1,2
1700760,27188344,FERNANDEZ GONZALEZ,MEGAN,FCA-132,1,CAUDILLOY DICTADOR Y FUERZAS ARMADAS EN VENEZUELA,3,2,4,6
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,FCA-515,1,APETITOPARALACULTURA:COMI.CINE.LITER.YOTRAS MUGGLES ,3,2,1,3
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,1,6,7
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,2,5,6
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,2,4,5
1408836,26186378,LOPEZ MORENO,NICHOLAS JONATHAN,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,5,1,3
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,2,2,3
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,5,1,3
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1709637,21539128,LOPEZ GARCIA,ROBERT,AM-3812,1,ANALISIS DE ESTADOS FINANCIEROS,3,1,4,5
1709637,21539128,LOPEZ GARCIA,ROBERT,AM-3812,1,ANALISIS DE ESTADOS FINANCIEROS,3,4,8,9
1709637,21539128,LOPEZ GARCIA,ROBERT,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,1,1,2
1709637,21539128,LOPEZ GARCIA,ROBERT,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,3,1,2
1508867,27346692,ROMERO,JOSEPH BRANDON,FCA-233,1,SE TE HELARÁ LA SANGRE:LITERATURA I CINE DE TERROR,3,5,1,3
1508867,27346692,ROMERO,JOSEPH BRANDON,AM-5165,1,MANEJO DE MATERIALES PELIGROSOS,3,1,2,4
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,FC-1226,1,INGLES III,3,2,1,3
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,FC-1226,1,INGLES III,3,4,3,4
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-2435,1,SUPERVISION DE RECURSOS HUMANOS,3,3,5,6
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,2,4,5
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,5,1,3
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-1821,3,SISTEMAS DE INFORMACION I,3,3,2,4
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-1821,3,SISTEMAS DE INFORMACION I,3,4,4,5
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,1,6,7
1508760,26139194,DIAZ ROJAS,ZACHARY RYAN,AM-2425,2,PRINCIPIOS DE MANTENIMIENTO,3,2,5,6
1504259,26775087,JIMENEZ RAMIREZ,BRIANNA AMANDA,TI-3251,1,TELEVISION,3,1,6,7
1504259,26775087,JIMENEZ RAMIREZ,BRIANNA AMANDA,TI-3251,1,TELEVISION,3,4,6,7
1504259,26775087,JIMENEZ RAMIREZ,BRIANNA AMANDA,TI-3287,1,LABORATORIO DE TELEVISION,1,4,1,4
1506369,24533046,MEDINA HERNANDEZ,SAMANTHA BRITTANY,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,4,6
1506369,24533046,MEDINA HERNANDEZ,SAMANTHA BRITTANY,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,2,1,2
1700659,27936256,FERNANDEZ ROJAS,JUSTIN CHRISTOPHER,FC-1233,1,INGLES III,3,1,4,5
1700659,27936256,FERNANDEZ ROJAS,JUSTIN CHRISTOPHER,FC-1233,1,INGLES III,3,2,4,6
1700659,27936256,FERNANDEZ ROJAS,JUSTIN CHRISTOPHER,AM-1336,1,FUNDAMENTOS DEL TRANSP. TERRESTRE,3,3,1,2
1700659,27936256,FERNANDEZ ROJAS,JUSTIN CHRISTOPHER,AM-1336,1,FUNDAMENTOS DEL TRANSP. TERRESTRE,3,4,1,2
1800311,27218450,MARTIN,JESSICA JESSICA,FC-1621,1,ESTADISTICA I,3,2,1,3
1800311,27218450,MARTIN,JESSICA JESSICA,FC-1621,1,ESTADISTICA I,3,4,1,2
1206190,22109696,MARTINEZ PEREZ,ELIZABETH MEGAN,TI-2147,1,ESCOBATROTECNIA,2,1,1,1
1600848,27358297,LOPEZ,LAUREN ELIZABETH,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,4,6
1600848,27358297,LOPEZ,LAUREN ELIZABETH,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,2,1,2
1206190,22109696,MARTINEZ PEREZ,ELIZABETH MEGAN,TI-3389,1,LABORAT. DE CONVERS. DE ENERGIA,2,1,1,1
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,FC-1525,2,LENGUAJE III,3,5,4,6
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FCA-161,4,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,4,4,6
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,AM-4715,1,GESTION PRESUPUESTARIA,3,1,7,8
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,AM-4715,1,GESTION PRESUPUESTARIA,3,4,7,8
1606424,26396242,GUTIERREZ GOMEZ,STEPHANIE,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,4,6
1606424,26396242,GUTIERREZ GOMEZ,STEPHANIE,AM-2532,2,FORMULACION Y EVALUACION DE PROYECTOS I,3,2,1,2
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,AM-4718,1,ENFOQUES Y HABILIDADES GERENCIALES,3,4,3,5
1809913,10441515,MEDINA GOMEZ,TYLER STEVEN,AM-5715,1,GERENCIA DE RECURSOS HUMANOS,3,3,3,6
1600166,27233807,SANCHEZ JOHNSON,SAMANTHA JESSICA,AM-2429,3,FUNDAMENTOS DE NUMEROMIA,3,2,3,4
1600166,27233807,SANCHEZ JOHNSON,SAMANTHA JESSICA,AM-2429,3,FUNDAMENTOS DE NUMEROMIA,3,4,8,9
1509533,6524466,LOPEZ MORENO,JESSICA,AM-4715,1,GESTION PRESUPUESTARIA,3,1,7,8
1509533,6524466,LOPEZ MORENO,JESSICA,AM-4715,1,GESTION PRESUPUESTARIA,3,4,7,8
1403116,25747146,CASTILLO RAMIREZ,SARAH LAUREN,FCA-114,1,PRENSA Y OPINION PUBLICA,3,4,1,3
1403116,25747146,CASTILLO RAMIREZ,SARAH LAUREN,FCA-192,1,CIUDADANIA EN VENEZUELA:CONCEPTOS Y TRANSFORMACION,3,1,1,3
1403116,25747146,CASTILLO RAMIREZ,SARAH LAUREN,AM-2130,1,ANIMACION Y RECREACION,3,3,4,5
1403116,25747146,CASTILLO RAMIREZ,SARAH LAUREN,AM-2130,1,ANIMACION Y RECREACION,3,5,3,5
1403116,25747146,CASTILLO RAMIREZ,SARAH LAUREN,AM-2435,1,SUPERVISION DE RECURSOS HUMANOS,3,3,5,6
1600994,26696490,FERNANDEZ LOPEZ,SAMANTHA,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,2,4,5
1600994,26696490,FERNANDEZ LOPEZ,SAMANTHA,AM-3431,1,ADMINISTRACION DE LA ARTEFACCION,4,5,1,3
1600994,26696490,FERNANDEZ LOPEZ,SAMANTHA,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,3,3,4
1600994,26696490,FERNANDEZ LOPEZ,SAMANTHA,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,4,3,4
1606264,27892759,GOMEZ PEREZ,AARON JOSHUA,AM-3147,2,TRANSPORTE TURISTICO,3,1,2,4
1606264,27892759,GOMEZ PEREZ,AARON JOSHUA,AM-3133,1,ECOTURISMO,3,3,3,5
1506414,24984414,VACA SANCHEZ,ALEXIS MEGAN,FC-1623,1,ESTADISTICA II,3,2,1,2
1506414,24984414,VACA SANCHEZ,ALEXIS MEGAN,FC-1623,1,ESTADISTICA II,3,4,4,5
1506414,24984414,VACA SANCHEZ,ALEXIS MEGAN,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,3,1,2
1506414,24984414,VACA SANCHEZ,ALEXIS MEGAN,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,4,9,10
1800575,27380909,DIAZ,REBECCA SAMANTHA,FC-1221,1,INGLES I ,3,2,7,8
1800575,27380909,DIAZ,REBECCA SAMANTHA,FC-1221,1,INGLES I ,3,4,3,5
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1122,1,DIVINATICA I,4,2,1,3
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1122,1,DIVINATICA I,4,4,1,3
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FCA-151,3,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,1,4,6
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1221,2,INGLES I ,3,3,1,3
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1221,2,INGLES I ,3,5,4,5
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1321,1,LENGUAJE I,3,2,4,5
1900957,28945306,SANCHEZ JOHNSON,ASHLEY ELIZABETH,FC-1321,1,LENGUAJE I,3,4,4,5
1700118,27870129,SANCHEZ PEREZ,JASMINE CHRISTINA,AM-3314,1,TRANSPORTE DE MERCANC.PELIGROSAS POR VIA TERRESTRE,3,2,2,4
1700118,27870129,SANCHEZ PEREZ,JASMINE CHRISTINA,AM-3549,1,MERCADEO INTERNACIONAL,3,1,4,6
1700118,27870129,SANCHEZ PEREZ,JASMINE CHRISTINA,AM-3549,1,MERCADEO INTERNACIONAL,3,3,5,6
1600900,26934809,CASTILLO GOMEZ,ALEXIS,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,3,4,5
1600900,26934809,CASTILLO GOMEZ,ALEXIS,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,4,1,2
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,FC-1224,3,INGLES II,3,2,4,6
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,FC-1224,3,INGLES II,3,4,6,7
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,AM-1334,2,FUNDAMENTOS DE ADMINISTRACION I,3,1,5,6
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,AM-1334,2,FUNDAMENTOS DE ADMINISTRACION I,3,4,5,6
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,FC-1229,1,DIVINATICA II,4,3,1,3
1800322,28381583,MEDINA LOPEZ,JESSICA AMANDA,FC-1229,1,DIVINATICA II,4,5,1,3
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,3,4,5
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,4,1,2
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,3,4,5
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,4,1,2
1600987,26734108,DIAZ MORENO,BRANDON,AM-2429,3,FUNDAMENTOS DE NUMEROMIA,3,2,3,4
1600987,26734108,DIAZ MORENO,BRANDON,AM-2429,3,FUNDAMENTOS DE NUMEROMIA,3,4,8,9
1508498,26828933,JOHNSON LOPEZ,STEPHANIE EMILY,FCA-515,1,APETITOPARALACULTURA:COMI.CINE.LITER.YOTRAS MUGGLES ,3,2,1,3
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1700403,28119938,BROWN SANCHEZ,EMILY ASHLEY,FCA-114,2,PRENSA Y OPINION PUBLICA,3,4,4,6
1700403,28119938,BROWN SANCHEZ,EMILY ASHLEY,AM-3557,1,PRACTICAS ADUANERA,3,3,3,5
